datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-06-17 5:00:00,2,0,1,1,22.14,25.76,100,0,1,12,13
2011-12-10 4:00:00,4,0,0,2,10.66,13.635,65,7.0015,0,3,3
2012-05-18 6:00:01,2,0,1,1,17.45982002,21.1192449,76,9.243106152,22,179,170
2011-10-10 18:00:00,4,1,0,2,26.24,31.06,53,0,108,365,473
2012-06-04 11:00:01,2,0,1,1,25.23215407,31.38147919,40,33.42889545,66,153,237
2012-10-04 2:00:00,4,0,1,1,26.24,28.79,89,0,3,10,13
2011-09-10 22:00:00,3,0,0,1,26.24,29.545,78,0,49,126,175
2011-03-01 9:00:00,1,0,1,1,9.02,9.85,55,27.9993,8,116,124
2011-09-01 14:00:01,3,0,1,3,28.80689366,33.69490311,54,16.53356655,50,137,181
2012-09-11 5:00:00,3,0,1,1,18.86,22.725,72,6.0032,3,41,44
2011-05-18 12:00:00,2,0,1,1,22.96,26.515,94,19.9995,12,42,54
2012-09-04 17:00:01,3,0,1,1,31.85781887,37.5092152,69,22.31119989,120,739,875
2011-02-04 1:00:00,1,0,1,2,6.56,11.365,59,0,0,7,7
2012-06-16 23:00:00,2,0,0,1,24.6,31.06,53,19.9995,49,134,183
2011-10-09 19:00:00,4,0,0,1,22.96,26.515,73,6.0032,116,186,302
2011-03-19 14:00:00,1,0,0,1,20.5,24.24,31,32.9975,168,144,312
2011-08-12 12:00:01,3,0,1,1,33.14474248,35.48079299,31,1.827181517,59,178,221
2012-10-12 15:00:00,4,0,1,1,21.32,25,42,30.0026,138,317,455
2012-07-13 13:00:01,3,0,1,2,32.47075781,34.75518522,36,8.755482268,93,270,344
2012-04-09 1:00:00,2,0,1,1,18.86,22.725,41,8.9981,4,12,16
2012-03-08 17:00:00,1,0,1,1,25.42,31.06,38,43.9989,52,545,597
2012-08-03 18:00:00,3,0,1,2,33.62,40.15,59,16.9979,98,573,671
2012-02-19 18:00:00,1,0,0,2,12.3,13.635,49,22.0028,23,144,167
2011-09-10 9:00:00,3,0,0,1,26.24,29.545,78,19.9995,39,168,207
2011-12-12 2:00:00,4,0,1,1,8.2,12.88,69,0,0,4,4
2011-10-08 8:00:00,4,0,0,1,18.86,22.725,82,0,14,89,103
2011-05-09 15:00:00,2,0,1,1,25.42,31.06,41,15.0013,51,148,199
2011-10-15 12:00:00,4,0,0,1,23.78,27.275,35,36.9974,195,261,456
2012-08-19 17:00:00,3,0,0,2,26.24,29.545,78,7.0015,76,267,343
2011-08-01 13:00:00,3,0,1,1,36.9,40.15,31,19.9995,38,112,150
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44
2011-03-04 22:00:01,1,0,1,1,11.22685213,15.6745551,68,12.62414478,3,64,34
2012-01-06 20:00:00,1,0,1,1,17.22,21.21,41,12.998,14,163,177
2012-06-12 19:00:00,2,0,1,1,27.88,31.82,83,12.998,47,444,491
2011-04-13 21:00:00,2,0,1,1,17.22,21.21,67,11.0014,17,100,117
2012-01-08 23:00:00,1,0,0,1,10.66,12.12,56,16.9979,0,30,30
2012-10-11 16:00:00,4,0,1,1,20.5,24.24,36,8.9981,68,413,481
2011-12-16 12:00:00,4,0,1,2,13.94,15.15,42,23.9994,10,163,173
2012-05-13 17:00:00,2,0,0,1,28.7,31.82,45,27.9993,191,287,478
2011-08-15 22:00:00,3,0,1,1,27.06,31.06,69,16.9979,22,76,98
2012-07-12 7:00:01,3,0,1,1,25.03034985,29.52780916,70,8.686377014,32,496,523
2012-06-18 19:00:00,2,0,1,2,25.42,29.545,73,6.0032,52,411,463
2012-11-04 9:00:00,4,0,0,1,13.12,16.665,53,0,56,161,217
2012-04-16 15:00:00,2,1,0,1,32.8,34.85,33,30.0026,81,194,275
2012-06-01 4:00:00,2,0,1,2,25.42,29.545,73,6.0032,1,5,6
2012-09-12 8:00:00,3,0,1,1,22.96,26.515,64,7.0015,43,727,770
2012-06-06 13:00:00,2,0,1,1,25.42,31.06,41,6.0032,73,230,303
2012-06-14 21:00:01,2,0,1,1,24.71844623,30.67781799,68,10.97581307,61,272,311
2011-07-03 22:00:00,3,0,0,2,27.06,30.305,78,7.0015,69,93,162
2012-01-17 7:00:00,1,0,1,3,12.3,14.395,81,15.0013,5,121,126
2011-05-16 19:00:00,2,0,1,1,23.78,27.275,83,16.9979,36,272,308
2011-12-11 23:00:00,4,0,0,1,8.2,12.88,69,0,4,31,35
2012-07-02 4:00:00,3,0,1,2,29.52,33.335,54,19.9995,2,10,12
2012-06-18 16:00:00,2,0,1,2,24.6,29.545,73,12.998,53,279,332
2012-07-06 17:00:01,3,0,1,1,37.91220539,42.52691015,27,0,94,497,537
2011-01-16 8:00:00,1,0,0,1,9.02,10.605,55,19.0012,0,18,18
2011-04-12 19:00:00,2,0,1,2,17.22,21.21,82,19.0012,3,127,130
2012-07-14 10:00:00,3,0,0,2,29.52,34.09,70,6.0032,123,278,401
2012-11-07 16:00:00,4,0,1,2,13.12,14.395,53,23.9994,23,250,273
2011-03-16 18:00:01,1,0,1,2,17.26251466,22.02503667,54,15.07567074,27,204,247
2011-06-04 3:00:01,2,0,0,1,22.01277154,25.31407557,57,6.086919889,16,0,21
2011-07-01 14:00:02,3,0,1,1,33.70866795,34.39277202,26,13.30024746,76,193,320
2012-05-16 19:00:00,2,0,1,1,28.7,32.575,54,19.0012,91,499,590
2011-05-04 7:00:01,2,0,1,3,15.37071186,14.91100399,94,24.47023273,3,46,2
2012-06-02 13:00:00,2,0,0,1,25.42,31.06,41,16.9979,279,400,679
2012-03-12 22:00:00,1,0,1,2,22.96,26.515,56,15.0013,17,116,133
2012-02-11 12:00:00,1,0,0,2,10.66,12.88,81,11.0014,25,196,221
2012-10-01 1:00:00,4,0,1,1,18.04,21.97,77,6.0032,5,13,18
2011-08-12 4:00:00,3,0,1,1,25.42,31.06,53,8.9981,0,5,5
2011-03-19 4:00:01,1,0,0,1,21.48414299,25.02200185,34,27.58520149,10,0,1
2012-01-10 21:00:00,1,0,1,1,13.12,16.665,66,6.0032,7,109,116
2011-04-19 16:00:00,2,0,1,1,22.96,26.515,52,19.9995,30,162,192
2012-10-13 9:00:00,4,0,0,1,14.76,18.18,50,6.0032,46,220,266
2012-02-08 12:00:01,1,0,1,2,10.02882827,14.53652384,63,19.07543688,12,123,134
2011-04-04 9:00:01,2,0,1,2,20.25394978,23.49204791,53,25.4616773,27,114,181
2011-07-14 1:00:00,3,0,1,1,27.06,31.06,61,16.9979,4,21,25
2012-11-08 20:00:00,4,0,1,1,15.58,19.695,29,31.0009,10,235,245
2011-10-03 3:00:00,4,0,1,1,14.76,18.94,81,0,1,6,7
2011-05-03 19:00:00,2,0,1,1,27.88,31.82,57,23.9994,42,323,365
2012-03-05 6:00:00,1,0,1,1,7.38,9.85,59,8.9981,2,89,91
2011-03-03 10:00:01,1,0,1,1,7.26025487,9.718206693,32,13.93374304,9,49,62
2011-02-01 0:00:00,1,0,1,2,6.56,9.09,64,7.0015,2,6,8
2012-11-05 22:00:00,4,0,1,1,11.48,13.635,56,12.998,4,111,115
2011-11-11 8:00:01,4,1,0,1,13.30390291,13.48739401,41,23.89097784,12,253,265
2011-12-17 17:00:00,4,0,0,1,10.66,12.88,48,15.0013,12,153,165
2012-12-06 0:00:01,4,0,1,1,10.73590054,11.87923744,47,18.87006027,6,42,35
2012-05-04 14:00:00,2,0,1,2,27.06,31.06,74,19.0012,83,159,242
2011-09-11 6:00:00,3,0,0,1,23.78,27.275,88,7.0015,4,16,20
2011-11-02 22:00:00,4,0,1,1,14.76,17.425,71,8.9981,7,99,106
2012-09-16 7:00:00,3,0,0,1,20.5,24.24,77,7.0015,28,43,71
2011-03-16 3:00:00,1,0,1,2,11.48,13.635,100,15.0013,1,2,3
2012-06-04 5:00:00,2,0,1,1,21.32,25,68,0,2,33,35
2011-10-15 11:00:00,4,0,0,1,22.96,26.515,40,26.0027,153,221,374
2011-04-10 12:00:00,2,0,0,2,17.22,21.21,88,8.9981,94,136,230
2012-06-17 6:00:00,2,0,0,1,21.32,25,72,7.0015,7,16,23
2012-02-18 2:00:00,1,0,0,1,12.3,14.395,61,16.9979,6,39,45
2012-01-15 23:00:00,1,0,0,1,6.56,9.85,43,6.0032,3,26,29
2011-04-03 0:00:00,2,0,0,1,12.3,14.395,65,12.998,8,31,39
2012-05-05 6:00:00,2,0,0,2,22.14,25.76,94,0,9,33,42
2011-10-19 21:00:01,4,0,1,2,23.61329649,27.4231524,95,9.922948013,8,79,93
2011-08-15 9:00:00,3,0,1,1,26.24,29.545,78,22.0028,52,170,222
2012-02-02 13:00:00,1,0,1,2,17.22,21.21,77,0,13,124,137
2012-01-07 22:00:00,1,0,0,1,18.04,21.97,38,16.9979,16,93,109
2012-11-08 1:00:00,4,0,1,3,12.3,13.635,52,23.9994,1,11,12
2012-03-14 10:00:00,1,0,1,1,22.96,26.515,56,7.0015,38,150,188
2011-12-09 1:00:00,4,0,1,1,9.84,14.395,65,0,2,12,14
2011-06-15 7:00:01,2,0,1,1,21.54769106,24.35355796,60,9.318359755,20,347,390
2011-11-08 5:00:00,4,0,1,1,12.3,15.91,87,6.0032,1,17,18
2011-09-09 21:00:00,3,0,1,1,27.06,29.545,89,0,49,154,203
2011-04-16 16:00:00,2,0,0,3,20.5,24.24,88,31.0009,6,27,33
2012-07-03 5:00:00,3,0,1,1,28.7,32.575,61,0,2,33,35
2012-06-07 6:00:00,2,0,1,1,18.86,22.725,88,7.0015,5,165,170
2011-04-18 14:00:00,2,0,1,2,23.78,27.275,49,12.998,49,95,144
2012-09-14 21:00:00,3,0,1,1,26.24,30.305,73,15.0013,42,270,312
2012-10-17 6:00:01,4,0,1,1,15.0971996,19.62686557,83,0,15,155,165
2011-12-04 1:00:00,4,0,0,1,12.3,15.91,75,6.0032,20,54,74
2011-03-04 12:00:00,1,0,1,1,13.12,15.15,43,11.0014,10,87,97
2012-05-05 19:00:00,2,0,0,2,25.42,29.545,73,22.0028,151,254,405
2011-02-19 13:00:00,1,0,0,1,18.04,21.97,16,40.9973,52,103,155
2012-04-18 0:00:00,2,0,1,1,22.14,25.76,32,11.0014,3,35,38
2012-12-08 14:00:00,4,0,0,2,16.4,20.455,87,19.0012,164,378,542
2012-10-13 22:00:00,4,0,0,1,16.4,20.455,62,0,33,156,189
2012-05-02 22:00:00,2,0,1,1,20.5,24.24,82,15.0013,27,146,173
2012-07-11 5:00:00,3,0,1,1,26.24,28.79,89,0,5,36,41
2012-02-07 10:00:00,1,0,1,1,13.94,16.665,46,11.0014,12,104,116
2012-06-01 8:00:00,2,0,1,2,26.24,28.79,89,12.998,19,675,694
2011-12-01 12:00:00,4,0,1,1,14.76,17.425,46,15.0013,9,139,148
2011-04-07 21:00:00,2,0,1,2,18.04,21.97,67,19.0012,19,89,108
2012-02-16 18:00:00,1,0,1,3,13.94,16.665,87,8.9981,8,345,353
2011-03-10 6:00:00,1,0,1,3,14.76,16.665,0,22.0028,0,12,12
2011-04-15 0:00:01,2,1,0,1,17.42249638,22.07966941,65,0.4523683039,1,27,1
2012-03-11 18:00:00,1,0,0,1,21.32,25,29,19.0012,133,256,389
2011-09-13 17:00:00,3,0,1,1,30.34,33.335,51,15.0013,72,507,579
2012-07-17 16:00:01,3,0,1,1,38.64625182,41.23570768,29,11.249535,67,317,378
2011-06-13 16:00:00,2,0,1,1,28.7,31.82,37,27.9993,64,262,326
2012-04-14 14:00:00,2,0,0,2,26.24,31.06,27,30.0026,288,372,660
2012-01-17 17:00:00,1,0,1,1,18.86,22.725,63,30.0026,20,442,462
2012-07-17 16:00:00,3,0,1,1,37.72,40.91,29,11.0014,64,317,381
2012-12-02 2:00:01,4,0,0,2,13.12918838,17.88027323,86,1.148853704,0,73,71
2012-12-17 7:00:00,4,0,1,2,14.76,17.425,93,8.9981,5,314,319
2012-07-04 0:00:00,3,1,0,1,27.88,31.82,79,6.0032,19,140,159
2012-10-03 10:00:00,4,0,1,1,27.06,30.305,78,11.0014,29,146,175
2011-07-12 0:00:00,3,0,1,1,28.7,33.335,79,8.9981,3,19,22
2011-09-10 5:00:00,3,0,0,1,23.78,27.275,94,8.9981,2,6,8
2011-10-06 12:00:00,4,0,1,1,22.96,26.515,49,6.0032,46,180,226
2012-04-09 12:00:00,2,0,1,1,22.14,25.76,28,47.9988,94,186,280
2011-06-11 14:00:00,2,0,0,1,33.62,38.635,49,7.0015,148,232,380
2011-10-10 10:00:01,4,1,0,1,23.05281648,26.44437893,71,11.76349327,101,174,249
2012-06-11 1:00:00,2,0,1,1,27.06,31.06,74,11.0014,9,15,24
2011-06-11 19:00:01,2,0,0,1,27.06438452,30.67609263,66,12.51662233,96,173,288
2011-08-14 16:00:02,3,0,0,1,29.68136097,37.59683762,66,10.96682079,115,186,284
2012-07-09 21:00:00,3,0,1,2,30.34,34.09,55,6.0032,33,298,331
2012-05-07 12:00:00,2,0,1,2,22.96,26.515,68,15.0013,74,189,263
2012-11-02 20:00:01,4,0,1,2,14.13760333,16.69710178,45,25.87179418,21,208,222
2012-07-04 23:00:00,3,1,0,2,31.98,34.85,43,6.0032,31,152,183
2011-08-07 19:00:00,3,0,0,1,29.52,34.85,79,11.0014,68,160,228
2011-05-09 4:00:00,2,0,1,1,17.22,21.21,82,11.0014,0,4,4
2012-09-11 21:00:01,3,0,1,1,23.57139726,26.84940725,63,6.534099997,25,285,302
2012-11-04 6:00:00,4,0,0,1,11.48,14.395,61,8.9981,2,14,16
2012-03-18 10:00:00,1,0,0,2,17.22,21.21,88,7.0015,139,212,351
2011-01-01 3:00:00,1,0,0,1,9.84,14.395,75,0,3,10,13
2011-01-19 20:00:00,1,0,1,1,13.12,15.15,49,19.9995,2,74,76
2011-05-10 5:00:00,2,0,1,1,16.4,20.455,66,15.0013,1,28,29
2011-04-14 3:00:00,2,0,1,1,13.94,16.665,81,8.9981,0,2,2
2012-04-04 10:00:00,2,0,1,2,22.14,25.76,45,8.9981,68,99,167
2011-05-09 7:00:00,2,0,1,1,19.68,23.485,63,16.9979,16,221,237
2011-09-08 9:00:00,3,0,1,2,25.42,25.76,100,16.9979,4,65,69
2012-10-09 20:00:00,4,0,1,2,20.5,24.24,72,11.0014,30,330,360
2011-04-11 11:00:01,2,0,1,2,24.32922401,30.16611073,74,20.00858166,50,93,142
2012-05-19 9:00:00,2,0,0,1,22.96,26.515,43,11.0014,79,213,292
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54
2012-08-05 5:00:00,3,0,0,1,29.52,34.85,74,16.9979,1,18,19
2011-06-17 1:00:00,2,0,1,1,22.96,26.515,94,8.9981,4,19,23
2012-10-01 18:00:00,4,0,1,3,22.96,26.515,64,7.0015,42,571,613
2012-07-07 3:00:00,3,0,0,1,30.34,35.605,74,8.9981,12,19,31
2011-05-12 1:00:00,2,0,1,1,18.86,22.725,88,15.0013,1,16,17
2012-08-12 17:00:01,3,0,0,1,33.56267303,34.61496694,31,0,183,307,516
2012-01-05 2:00:00,1,0,1,1,8.2,11.365,51,6.0032,0,4,4
2012-09-03 4:00:00,3,1,0,1,27.06,29.545,89,6.0032,6,5,11
2011-06-10 8:00:00,2,0,1,1,30.34,34.09,58,8.9981,29,423,452
2012-03-09 0:00:00,1,0,1,2,23.78,27.275,49,31.0009,3,51,54
2011-09-10 1:00:00,3,0,0,2,25.42,27.275,94,0,16,67,83
2011-08-07 2:00:01,3,0,0,2,28.7347959,32.4919406,84,14.36254132,32,58,76
2012-09-05 7:00:00,3,0,1,2,28.7,33.335,79,16.9979,11,489,500
2012-06-10 13:00:00,2,0,0,1,34.44,36.365,28,8.9981,204,288,492
2011-01-03 8:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154
2011-06-09 0:00:00,2,0,1,2,30.34,35.605,79,8.9981,7,40,47
2012-07-03 6:00:00,3,0,1,1,28.7,32.575,65,8.9981,5,149,154
2011-04-01 1:00:00,2,0,1,3,10.66,12.88,100,11.0014,0,4,4
2012-01-16 1:00:00,1,1,0,1,5.74,8.335,43,7.0015,2,18,20
2012-06-14 12:00:00,2,0,1,2,27.06,31.06,61,15.0013,55,210,265
2012-04-16 19:00:00,2,1,0,1,31.16,33.335,35,26.0027,61,461,522
2011-03-08 6:00:00,1,0,1,1,8.2,12.88,59,0,3,42,45
2011-06-18 19:00:00,2,0,0,2,30.34,33.335,51,7.0015,99,227,326
2011-04-09 1:00:00,2,0,0,2,12.3,15.15,87,8.9981,3,17,20
2012-07-02 0:00:00,3,0,1,2,31.16,35.605,58,15.0013,12,31,43
2012-09-03 15:00:00,3,1,0,1,30.34,34.85,70,15.0013,168,281,449
2011-06-15 14:00:00,2,0,1,1,30.34,32.575,28,0,50,128,178
2012-08-14 5:00:01,3,0,1,2,27.02780494,32.51297793,89,12.58199706,0,15,37
2012-06-02 16:00:00,2,0,0,1,26.24,31.06,38,16.9979,275,369,644
2011-02-05 22:00:00,1,0,0,1,10.66,13.635,93,8.9981,2,43,45
2011-04-13 13:00:00,2,0,1,2,18.04,21.97,77,12.998,6,55,61
2012-10-18 16:00:00,4,0,1,1,24.6,31.06,56,19.0012,94,356,450
2012-12-02 9:00:00,4,0,0,2,11.48,13.635,93,11.0014,37,135,172
2011-09-14 23:00:00,3,0,1,2,26.24,30.305,69,7.0015,10,62,72
2011-04-11 7:00:00,2,0,1,2,20.5,24.24,88,15.0013,12,164,176
2012-07-17 12:00:00,3,0,1,2,36.9,40.91,35,0,80,174,254
2012-11-05 21:00:00,4,0,1,1,12.3,14.395,52,19.0012,8,144,152
2011-05-03 17:00:00,2,0,1,1,28.7,32.575,54,31.0009,53,464,517
2012-01-18 21:00:00,1,0,1,1,8.2,8.335,40,27.9993,5,119,124
2012-04-01 11:00:00,2,0,0,2,16.4,20.455,71,12.998,180,271,451
2012-05-15 16:00:01,2,0,1,1,29.01293626,32.59047645,62,11.09808471,65,323,370
2011-03-10 20:00:02,1,0,1,3,14.7582467,17.7703677,0,22.33908106,6,48,38
2011-12-04 10:00:00,4,0,0,1,13.12,16.665,81,8.9981,36,180,216
2012-07-08 8:00:01,3,0,0,1,35.10593607,39.28594285,51,10.20484458,31,72,123
2012-06-04 12:00:00,2,0,1,1,26.24,31.06,41,30.0026,62,220,282
2012-08-19 4:00:00,3,0,0,2,25.42,30.305,65,11.0014,4,22,26
2011-07-19 0:00:00,3,0,1,1,30.34,34.85,66,7.0015,25,26,51
2011-01-09 6:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
2011-08-10 8:00:00,3,0,1,1,30.34,33.335,51,12.998,38,361,399
2011-08-04 4:00:01,3,0,1,2,29.39515084,30.68422692,90,0,6,0,23
2012-02-11 23:00:00,1,0,0,3,4.92,3.79,50,32.9975,0,20,20
2011-09-03 18:00:00,3,0,0,1,29.52,34.09,70,11.0014,160,179,339
2012-03-13 17:00:00,1,0,1,1,28.7,31.82,37,7.0015,62,614,676
2012-03-08 0:00:00,1,0,1,1,18.04,21.97,62,22.0028,11,35,46
2012-10-10 14:00:01,4,0,1,1,24.85243992,31.05345229,39,12.43706499,65,197,292
2012-08-04 9:00:01,3,0,0,1,31.62978095,37.5329943,67,15.65231162,60,249,256
2012-09-04 8:00:00,3,0,1,1,28.7,33.335,84,11.0014,15,617,632
2011-07-17 0:00:00,3,0,0,1,27.06,31.06,65,15.0013,34,91,125
2011-10-04 1:00:00,4,0,1,2,16.4,20.455,87,7.0015,1,8,9
2012-08-07 17:00:00,3,0,1,2,31.98,37.12,62,8.9981,125,743,868
2011-05-10 22:00:01,2,0,1,1,21.40955179,24.29356078,55,6.87152364,30,138,139
2012-10-14 11:00:00,4,0,0,1,22.96,26.515,52,19.9995,156,338,494
2011-09-13 2:00:00,3,0,1,1,24.6,28.79,78,0,2,0,2
2011-06-04 5:00:00,2,0,0,1,20.5,24.24,64,0,3,5,8
2012-06-04 8:00:00,2,0,1,1,24.6,31.06,49,15.0013,22,643,665
2012-03-02 12:00:00,1,0,1,1,16.4,20.455,43,11.0014,40,194,234
2012-11-02 15:00:01,4,0,1,2,16.98448476,19.88866786,42,27.99692826,45,248,306
2012-07-01 9:00:00,3,0,0,1,33.62,39.395,56,0,51,168,219
2012-06-15 13:00:01,2,0,1,1,28.06928146,31.45603908,39,17.4779078,123,251,397
2011-10-17 11:00:01,4,0,1,1,23.0841183,27.00338207,46,0,30,126,194
2012-10-14 3:00:00,4,0,0,1,17.22,21.21,77,19.9995,3,25,28
2012-10-17 6:00:00,4,0,1,1,15.58,19.695,82,0,7,171,178
2011-08-03 4:00:00,3,0,1,2,31.16,34.85,52,11.0014,0,7,7
2012-04-07 11:00:00,2,0,0,1,18.04,21.97,24,19.9995,251,244,495
2011-10-11 21:00:00,4,0,1,2,23.78,27.275,78,12.998,17,158,175
2012-07-16 8:00:00,3,0,1,1,30.34,34.85,66,7.0015,48,619,667
2011-03-06 0:00:00,1,0,0,2,17.22,21.21,77,23.9994,11,41,52
2012-07-12 10:00:00,3,0,1,1,30.34,33.335,48,11.0014,69,145,214
2012-05-15 3:00:00,2,0,1,3,23.78,27.275,83,8.9981,1,5,6
2012-01-15 18:00:00,1,0,0,1,7.38,9.09,29,15.0013,7,113,120
2012-01-01 22:00:00,1,0,0,1,18.86,22.725,55,27.9993,13,53,66
2011-04-12 14:00:00,2,0,1,2,20.5,24.24,82,19.0012,16,28,44
2011-08-05 20:00:01,3,0,1,1,30.29599457,32.33687021,59,13.17075462,62,218,268
2012-04-04 16:00:00,2,0,1,2,26.24,31.06,44,19.0012,86,304,390
2012-11-05 5:00:01,4,0,1,2,12.73254675,13.07610204,49,23.20278609,8,53,64
2011-07-18 11:00:00,3,0,1,1,32.8,37.88,55,6.0032,42,99,141
2011-05-09 16:00:00,2,0,1,1,26.24,31.06,38,15.0013,49,255,304
2011-11-05 23:00:00,4,0,0,1,11.48,15.91,70,0,4,81,85
2011-04-06 14:00:00,2,0,1,1,20.5,24.24,34,27.9993,35,80,115
2012-04-19 18:00:00,2,0,1,1,24.6,31.06,43,6.0032,99,677,776
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
2012-07-07 15:00:00,3,0,0,1,39.36,42.425,26,0,113,193,306
2011-12-12 10:00:00,4,0,1,2,9.02,12.12,69,7.0015,14,91,105
2011-06-17 15:00:01,2,0,1,1,32.26778865,34.81447472,45,13.6539963,58,195,231
2011-07-04 18:00:00,3,1,0,1,32.8,36.365,46,8.9981,222,196,418
2011-03-18 19:00:01,1,0,1,1,26.18189724,31.40283589,44,9.648038498,52,119,174
2012-08-16 10:00:00,3,0,1,1,30.34,33.335,48,8.9981,78,121,199
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46
2011-03-12 9:00:02,1,0,0,1,11.13025297,14.42106156,67,4.484438652,26,82,110
2011-12-02 15:00:00,4,0,1,1,17.22,21.21,41,6.0032,24,175,199
2012-09-11 9:00:00,3,0,1,1,24.6,31.06,49,0,35,323,358
2012-04-14 8:00:00,2,0,0,1,14.76,17.425,71,8.9981,24,136,160
2011-11-16 5:00:00,4,0,1,3,18.86,22.725,94,7.0015,0,13,13
2012-05-18 17:00:01,2,0,1,1,26.59269983,31.6712097,30,9.31817159,129,690,816
2011-05-16 0:00:01,2,0,1,1,21.7172918,26.03978339,93,7.007513947,21,25,27
2011-02-12 21:00:00,1,0,0,1,10.66,15.15,41,0,9,42,51
2011-07-14 23:00:00,3,0,1,1,26.24,30.305,65,16.9979,27,97,124
2012-12-17 17:00:00,4,0,1,2,16.4,20.455,94,16.9979,17,478,495
2011-07-15 16:00:00,3,0,1,1,29.52,33.335,51,12.998,96,265,361
2011-06-18 14:00:00,2,0,0,2,32.8,36.365,46,19.0012,138,196,334
2012-08-07 15:00:00,3,0,1,1,32.8,37.12,52,0,100,206,306
2012-05-10 19:00:00,2,0,1,1,22.14,25.76,37,23.9994,84,469,553
2011-10-07 19:00:01,4,0,1,1,22.66061134,27.28627467,48,0,49,250,291
2012-10-06 13:00:00,4,0,0,2,26.24,31.06,57,35.0008,310,400,710
2012-01-04 16:00:00,1,0,1,2,7.38,8.335,40,19.0012,8,123,131
2011-03-03 3:00:00,1,0,1,1,8.2,8.335,27,31.0009,0,1,1
2012-09-01 10:00:00,3,0,0,2,31.98,36.365,55,12.998,128,289,417
2012-04-10 9:00:01,2,0,1,1,18.33832701,20.66130399,69,12.93155275,17,291,326
2012-10-03 11:00:00,4,0,1,1,27.06,30.305,78,11.0014,52,178,230
2011-10-05 2:00:00,4,0,1,1,18.86,22.725,82,11.0014,1,2,3
2011-06-09 10:00:00,2,0,1,1,35.26,40.91,50,19.0012,20,74,94
2011-10-15 2:00:00,4,0,0,1,18.86,22.725,59,12.998,17,39,56
2011-08-13 8:00:00,3,0,0,2,28.7,32.575,65,11.0014,28,90,118
2011-02-02 5:00:00,1,0,1,3,9.02,12.12,93,7.0015,0,3,3
2011-11-02 10:00:00,4,0,1,1,16.4,20.455,71,6.0032,25,108,133
2012-02-02 5:00:01,1,0,1,3,15.3041124,21.17352039,81,0,3,8,21
2011-11-11 20:00:00,4,1,0,1,13.12,15.91,39,12.998,12,97,109
2011-11-18 12:00:00,4,0,1,1,13.12,16.665,33,0,22,143,165
2011-09-04 21:00:00,3,0,0,1,29.52,34.85,74,16.9979,104,103,207
2011-10-04 11:00:01,4,0,1,1,22.77847994,25.60004301,60,17.89132388,18,80,95
2012-03-15 7:00:00,1,0,1,1,18.04,21.97,72,6.0032,14,367,381
2011-12-01 22:00:01,4,0,1,1,11.93027898,16.13442181,59,0.04576137142,0,82,76
2012-07-05 0:00:00,3,0,1,1,30.34,33.335,51,7.0015,17,71,88
